Year,Month,Day,Species,Length,Weight,Sex,Fecundity,Location,SampleID,Source,Comment
2008,5,24,RB,298,0.3,NA,NA,NA,37,NA,NA
2008,5,25,RB,415,0.7,NA,NA,NA,38,NA,NA
2008,5,25,RB,341,NA,NA,NA,NA,39,NA,NA
2008,5,28,RB,571,NA,NA,NA,NA,9,NA,NA
2008,5,28,RB,333,0.3,NA,NA,NA,40,NA,NA
2008,5,30,RB,648,NA,NA,NA,NA,10,NA,NA
2008,5,30,RB,600,NA,NA,NA,NA,11,NA,NA
2008,5,30,RB,672,NA,NA,NA,NA,12,NA,NA
2008,5,30,RB,720,5.1,NA,NA,NA,13,NA,NA
2008,5,30,RB,353,0.5,NA,NA,NA,41,NA,NA
2008,5,30,RB,250,NA,NA,NA,NA,65,NA,NA
2008,5,30,RB,300,NA,NA,NA,NA,66,NA,NA
2008,5,31,RB,545,1.6,NA,NA,NA,14,NA,NA
2008,5,31,RB,278,0.2,NA,NA,NA,42,NA,NA
2008,5,31,RB,285,0.2,NA,NA,NA,43,NA,NA
2008,6,1,RB,642,2.8,NA,NA,NA,44,NA,NA
2008,6,1,RB,695,4.1,NA,NA,NA,15,NA,NA
2008,6,1,RB,341,NA,NA,NA,NA,45,NA,NA
2008,6,1,RB,635,NA,NA,NA,NA,16,NA,NA
2008,6,5,RB,301,NA,NA,NA,NA,51,NA,NA
2008,6,5,RB,300,NA,NA,NA,NA,46,NA,NA
2008,6,5,RB,395,NA,NA,NA,NA,50,NA,NA
2008,6,6,RB,329,NA,NA,NA,NA,53,NA,NA
2008,6,6,RB,561,NA,NA,NA,NA,17,NA,NA
2008,6,8,RB,353,NA,NA,NA,NA,52,NA,NA
2008,6,9,RB,600,NA,NA,NA,NA,18,NA,NA
2008,6,9,RB,317,NA,NA,NA,NA,54,NA,NA
2008,6,19,RB,372,NA,NA,NA,NA,55,NA,NA
2008,6,19,RB,431,NA,NA,NA,NA,56,NA,NA
2008,6,19,RB,342,NA,NA,NA,NA,57,NA,NA
2008,6,19,RB,675,4.1,NA,NA,NA,19,NA,NA
2008,6,19,RB,343,NA,NA,NA,NA,58,NA,NA
2008,6,24,RB,345,0.4,NA,NA,NA,59,NA,NA
2008,6,26,RB,643,NA,NA,NA,NA,61,NA,NA
2008,6,26,RB,290,NA,NA,NA,NA,60,NA,NA
2008,7,6,RB,351,0.4,NA,NA,NA,62,NA,NA
2008,7,6,RB,272,NA,NA,NA,NA,63,NA,NA
2008,7,6,RB,534,NA,NA,NA,NA,20,NA,NA
2009,4,30,RB,376,0.4,NA,NA,NA,93,NA,NA
2009,4,30,RB,407,0.5,NA,NA,NA,94,NA,NA
2009,4,30,RB,436,0.8,NA,NA,NA,95,NA,NA
2009,5,2,RB,621,2.7,female,NA,NA,97,NA,NA
2009,5,2,RB,510,1.5,female,NA,NA,98,NA,NA
2009,5,2,RB,598,2.7,female,NA,NA,99,NA,NA
2009,5,2,RB,582,2.3,female,NA,NA,96,NA,NA
2009,5,3,RB,650,3.5,female,NA,NA,107,NA,NA
2009,5,3,RB,441,0.9,female,NA,NA,105,NA,NA
2009,5,3,RB,400,0.6,female,NA,NA,101,NA,NA
2009,5,3,RB,251,0.2,female,NA,NA,102,NA,NA
2009,5,3,RB,514,1.5,female,NA,NA,106,NA,NA
2009,5,3,RB,458,0.9,female,NA,NA,103,NA,NA
2009,5,4,RB,657,3.5,female,NA,NA,109,NA,NA
2009,5,4,RB,608,2.5,female,NA,NA,110,NA,NA
2009,5,4,RB,475,1.3,female,NA,NA,113,NA,NA
2009,5,4,RB,721,4.5,female,NA,NA,111,NA,NA
2009,5,4,RB,708,4.9,female,NA,NA,112,NA,NA
2009,5,6,RB,615,2.6,female,NA,NA,123,NA,NA
2009,5,6,RB,375,0.5,female,NA,NA,116,NA,NA
2009,5,6,RB,345,0.4,female,NA,NA,124,NA,NA
2009,5,6,RB,403,0.5,female,NA,NA,120,NA,NA
2009,5,6,RB,644,3.5,female,NA,NA,125,NA,NA
2009,5,6,RB,745,5,female,NA,NA,118,NA,NA
2009,5,6,RB,712,4.6,female,NA,NA,115,NA,NA
2009,5,6,RB,534,1.8,female,NA,NA,121,NA,NA
2009,5,6,RB,350,0.6,female,NA,NA,122,NA,NA
2009,5,6,RB,601,3,female,NA,NA,117,NA,NA
2009,5,6,RB,340,0.3,female,NA,NA,119,NA,NA
2009,5,7,RB,610,2.3,female,NA,NA,131,NA,NA
2009,5,7,RB,461,0.9,female,NA,NA,127,NA,NA
2009,5,7,RB,386,0.6,female,NA,NA,126,NA,NA
2009,5,7,RB,314,0.3,female,NA,NA,130,NA,NA
2009,5,7,RB,371,0.6,female,NA,NA,128,NA,NA
2009,5,7,RB,250,NA,female,NA,NA,132,NA,NA
2009,5,8,RB,429,0.8,female,NA,NA,135,NA,NA
2009,5,8,RB,355,NA,female,NA,NA,134,NA,NA
2009,5,8,RB,539,1.8,female,NA,NA,136,NA,NA
2009,5,8,RB,270,NA,female,NA,NA,138,NA,NA
2009,5,8,RB,320,NA,female,NA,NA,139,NA,NA
2009,5,20,RB,432,0.9,female,NA,NA,140,NA,NA
2009,5,21,RB,738,6.4,female,NA,NA,145,NA,NA
2009,5,21,RB,598,2.6,female,NA,NA,142,NA,NA
2009,5,21,RB,559,2.2,female,NA,NA,144,NA,NA
2009,5,22,RB,617,2.5,female,NA,NA,146,NA,NA
2009,5,22,RB,373,0.6,female,NA,NA,147,NA,NA
2009,5,26,RB,616,2.5,female,NA,NA,149,NA,NA
2009,5,26,RB,457,1,female,NA,NA,150,NA,NA
2009,5,26,RB,660,3.9,female,NA,NA,151,NA,NA
2009,5,27,RB,735,5.3,female,NA,NA,158,NA,NA
2009,5,27,RB,615,3.5,female,NA,NA,154,NA,NA
2009,5,27,RB,374,0.5,female,NA,NA,156,NA,NA
2009,5,27,RB,731,5.1,female,NA,NA,152,NA,NA
2009,5,27,RB,709,5.1,female,NA,NA,157,NA,NA
2009,5,28,RB,428,0.7,female,NA,NA,159,NA,NA
2009,6,8,RB,530,1.6,female,NA,NA,163,NA,NA
2009,6,8,RB,440,0.9,female,NA,NA,164,NA,NA
2009,6,19,RB,625,3.3,female,NA,NA,172,NA,NA
2009,6,19,RB,624,2.5,female,NA,NA,171,NA,NA
2009,10,22,RB,705,5,female,NA,NA,173,NA,NA
2009,10,22,RB,435,0.8,female,NA,NA,174,NA,NA
2009,10,23,RB,713,5.1,female,NA,NA,177,NA,NA
2009,10,23,RB,650,2.5,female,NA,NA,178,NA,NA
2009,10,29,RB,421,0.8,female,NA,NA,182,NA,NA
2009,10,29,RB,652,3.4,female,NA,NA,181,NA,NA
2009,10,29,RB,627,3.3,female,NA,NA,180,NA,NA
2009,11,3,RB,537,1.9,female,NA,NA,186,NA,NA
2009,11,3,RB,466,0.9,female,NA,NA,185,NA,NA
2009,11,3,RB,620,3,female,NA,NA,187,NA,NA
2009,11,3,RB,439,0.8,female,NA,NA,183,NA,NA
2009,11,5,RB,470,NA,female,NA,NA,188,NA,NA
2009,11,11,RB,485,NA,female,NA,NA,190,NA,NA
2009,11,19,RB,585,2.7,female,NA,NA,193,NA,NA
2009,11,19,RB,597,3.4,female,NA,NA,194,NA,NA
2009,11,19,RB,732,5.5,female,NA,NA,195,NA,NA
2009,12,17,RB,650,2.5,female,NA,NA,199,NA,NA
2009,12,17,RB,450,NA,female,NA,NA,200,NA,NA
2010,4,7,RB,703,4.5,female,NA,NA,201,NA,NA
2010,4,7,RB,665,3.5,female,NA,NA,202,NA,NA
2010,4,15,RB,666,4.2,female,NA,NA,205,NA,NA
2010,4,15,RB,690,4.4,female,NA,NA,206,NA,NA
2010,4,20,RB,630,3.5,female,NA,NA,209,NA,NA
2010,4,20,RB,551,1.8,female,NA,NA,211,NA,NA
2010,4,20,RB,511,1.8,female,NA,NA,212,NA,NA
2010,4,20,RB,385,NA,female,NA,NA,210,NA,NA
2010,4,21,RB,411,0.6,female,NA,NA,215,NA,NA
2010,4,21,RB,412,0.6,female,NA,NA,216,NA,NA
2010,4,23,RB,500,1.4,female,NA,NA,218,NA,NA
2010,4,25,RB,482,1.3,female,NA,NA,222,NA,NA
2010,4,25,RB,365,0.7,female,NA,NA,221,NA,NA
2010,4,27,RB,498,1.2,female,NA,NA,223,NA,NA
2010,4,27,RB,559,2.4,female,NA,NA,226,NA,NA
2010,4,27,RB,400,NA,female,NA,NA,229,NA,NA
2010,4,29,RB,451,1,female,NA,NA,232,NA,NA
2010,4,29,RB,510,1.5,female,NA,NA,231,NA,NA
2010,4,29,RB,455,NA,female,NA,NA,234,NA,NA
2010,4,29,RB,550,2.3,female,NA,NA,235,NA,NA
2010,4,29,RB,350,NA,female,NA,NA,236,NA,NA
2010,4,29,RB,400,NA,female,NA,NA,237,NA,NA
2010,4,29,RB,250,NA,female,NA,NA,239,NA,NA
2010,5,1,RB,380,NA,female,NA,NA,241,NA,NA
2010,5,1,RB,599,2.4,female,NA,NA,242,NA,NA
2010,5,1,RB,355,0.5,female,NA,NA,243,NA,NA
2010,5,1,RB,376,0.5,female,NA,NA,245,NA,NA
2010,5,1,RB,312,0.3,female,NA,NA,246,NA,NA
2010,5,1,RB,370,NA,female,NA,NA,244,NA,NA
2010,5,3,RB,639,3.6,female,NA,NA,247,NA,NA
2010,5,3,RB,345,0.5,female,NA,NA,249,NA,NA
2010,5,3,RB,345,0.5,female,NA,NA,250,NA,NA
2010,5,4,RB,515,1,female,NA,NA,255,NA,NA
2010,5,4,RB,641,3.5,female,NA,NA,258,NA,NA
2010,5,4,RB,555,NA,female,NA,NA,259,NA,NA
2010,5,4,RB,635,3.4,female,NA,NA,261,NA,NA
2010,5,4,RB,400,NA,female,NA,NA,251,NA,NA
2010,5,4,RB,420,NA,female,NA,NA,253,NA,NA
2010,5,4,RB,450,NA,female,NA,NA,257,NA,NA
2010,5,4,RB,350,NA,female,NA,NA,262,NA,NA
2010,5,5,RB,460,1,female,NA,NA,266,NA,NA
2010,5,5,RB,528,1,female,NA,NA,268,NA,NA
2010,5,5,RB,730,5.9,female,NA,NA,272,NA,NA
2010,5,5,RB,471,NA,female,NA,NA,273,NA,NA
2010,5,5,RB,280,NA,female,NA,NA,267,NA,NA
2010,5,7,RB,420,NA,female,NA,NA,274,NA,NA
2010,5,7,RB,300,NA,female,NA,NA,275,NA,NA
2010,5,7,RB,280,NA,female,NA,NA,276,NA,NA
2010,5,11,RB,370,NA,female,NA,NA,280,NA,NA
2010,5,11,RB,380,NA,female,NA,NA,281,NA,NA
2010,5,11,RB,445,NA,female,NA,NA,282,NA,NA
2010,5,11,RB,415,NA,female,NA,NA,283,NA,NA
2010,5,13,RB,310,NA,female,NA,NA,289,NA,NA
2010,5,17,RB,411,0.7,female,NA,NA,290,NA,NA
2010,5,17,RB,765,6.4,female,NA,NA,291,NA,NA
2010,5,17,RB,385,0.6,female,NA,NA,292,NA,NA
2010,5,17,RB,539,1.9,female,NA,NA,293,NA,NA
2010,5,17,RB,702,3.6,female,NA,NA,294,NA,NA
2010,5,18,RB,600,3,female,NA,NA,295,NA,NA
2010,5,18,RB,658,3.9,female,NA,NA,296,NA,NA
2010,5,18,RB,630,3.5,female,NA,NA,297,NA,NA
2010,5,18,RB,505,1.2,female,NA,NA,298,NA,NA
2010,5,19,RB,564,2.5,female,NA,NA,299,NA,NA
2010,5,20,RB,678,4,female,NA,NA,301,NA,NA
2010,5,20,RB,761,5.9,female,NA,NA,302,NA,NA
2010,5,20,RB,572,2.5,female,NA,NA,303,NA,NA
2010,5,20,RB,475,1.3,female,NA,NA,304,NA,NA
2010,5,20,RB,570,2.6,female,NA,NA,305,NA,NA
2010,5,20,RB,594,3.2,female,NA,NA,306,NA,NA
2010,5,24,RB,438,1,female,NA,NA,309,NA,NA
2010,5,24,RB,355,0.5,female,NA,NA,310,NA,NA
2010,5,24,RB,428,0.8,female,NA,NA,311,NA,NA
2010,5,24,RB,676,4,female,NA,NA,312,NA,NA
2010,5,24,RB,689,4.5,female,NA,NA,313,NA,NA
2010,5,27,RB,550,2.3,female,NA,NA,321,NA,NA
2010,5,27,RB,735,5.5,female,NA,NA,324,NA,NA
2010,5,28,RB,522,1.4,female,NA,NA,325,NA,NA
2010,6,1,RB,462,1,female,NA,NA,327,NA,NA
2010,6,1,RB,462,1,female,NA,NA,327,NA,NA
2010,6,1,RB,551,2.2,female,NA,NA,328,NA,NA
2010,6,2,RB,697,5,female,NA,NA,329,NA,NA
2010,6,2,RB,456,NA,female,NA,NA,330,NA,NA
2010,6,2,RB,621,3.2,female,NA,NA,331,NA,NA
2010,6,2,RB,769,6.6,female,NA,NA,332,NA,NA
2010,6,2,RB,695,4.5,female,NA,NA,333,NA,NA
2010,6,3,RB,686,4.4,female,NA,NA,335,NA,NA
2010,6,3,RB,302,NA,female,NA,NA,336,NA,NA
2010,6,3,RB,598,2.4,female,NA,NA,337,NA,NA
2010,6,8,RB,675,3.3,female,NA,NA,339,NA,NA
2010,6,8,RB,431,0.8,female,NA,NA,340,NA,NA
2011,4,11,RB,330,0.4,female,NA,NA,345,NA,NA
2011,4,13,RB,385,0.5,female,NA,NA,349,NA,NA
2011,4,13,RB,497,1.3,female,NA,NA,350,NA,NA
2011,4,13,RB,525,1.4,female,NA,NA,351,NA,NA
2011,4,13,RB,653,3.5,female,NA,NA,353,NA,NA
2011,4,14,RB,732,5.2,female,NA,NA,355,NA,NA
2011,4,14,RB,510,NA,female,NA,NA,356,NA,NA
2011,4,18,RB,537,1.3,female,NA,NA,358,NA,NA
2011,4,19,RB,483,1.3,female,NA,NA,359,NA,NA
2011,4,19,RB,368,0.3,female,NA,NA,360,NA,NA
2011,4,20,RB,668,3.3,female,NA,NA,361,NA,NA
2011,4,20,RB,685,4.3,female,NA,NA,362,NA,NA
2011,4,20,RB,320,0.3,female,NA,NA,363,NA,NA
2011,4,26,RB,435,0.8,female,NA,NA,364,NA,NA
2011,4,26,RB,688,4.6,female,NA,NA,365,NA,NA
2011,4,26,RB,465,1.2,female,NA,NA,366,NA,NA
2011,4,27,RB,648,2.6,female,NA,NA,369,NA,NA
2011,4,27,RB,487,1.5,female,NA,NA,370,NA,NA
2011,4,27,RB,350,NA,female,NA,NA,367,NA,NA
2011,4,29,RB,445,1,female,NA,NA,371,NA,NA
2011,4,29,RB,511,1.5,female,NA,NA,373,NA,NA
2011,4,29,RB,449,1,female,NA,NA,374,NA,NA
2011,4,29,RB,481,1.2,female,NA,NA,375,NA,NA
2011,4,29,RB,549,2.2,female,NA,NA,376,NA,NA
2011,4,29,RB,511,1.6,female,NA,NA,377,NA,NA
2011,5,3,RB,469,1.1,female,NA,NA,378,NA,NA
2011,5,3,RB,629,3.6,female,NA,NA,379,NA,NA
2011,5,3,RB,730,5.3,female,NA,NA,380,NA,NA
2011,5,3,RB,378,0.5,male,NA,NA,382,NA,NA
2011,5,4,RB,695,4.4,male,NA,NA,384,NA,NA
2011,5,4,RB,745,5.8,male,NA,NA,385,NA,NA
2011,5,4,RB,405,NA,male,NA,NA,387,NA,NA
2011,5,4,RB,473,1,male,NA,NA,388,NA,NA
2011,5,4,RB,620,3.2,male,NA,NA,389,NA,NA
2011,5,4,RB,300,NA,male,NA,NA,383,NA,NA
2011,5,4,RB,330,NA,male,NA,NA,386,NA,NA
2011,5,5,RB,613,2.8,male,NA,NA,391,NA,NA
2011,5,5,RB,445,0.9,male,NA,NA,392,NA,NA
2011,5,5,RB,280,NA,male,NA,NA,390,NA,NA
2011,5,10,RB,414,0.6,male,NA,NA,393,NA,NA
2011,5,10,RB,485,1.3,male,NA,NA,397,NA,NA
2011,5,24,RB,780,7.2,male,NA,NA,404,NA,NA
2011,5,24,RB,758,5.4,male,NA,NA,406,NA,NA
2011,5,24,RB,375,0.5,male,NA,NA,409,NA,NA
2011,5,24,RB,777,4.6,male,NA,NA,405,NA,NA
2011,5,24,RB,370,NA,male,NA,NA,407,NA,NA
2011,5,24,RB,250,NA,male,NA,NA,408,NA,NA
2011,5,27,RB,757,6.4,male,NA,NA,413,NA,NA
2011,5,27,RB,764,6.3,male,NA,NA,415,NA,NA
2011,5,27,RB,541,1.6,male,NA,NA,417,NA,NA
2011,5,27,RB,250,NA,male,NA,NA,414,NA,NA
2011,6,1,RB,380,0.4,male,NA,NA,418,NA,NA
2011,6,1,RB,545,2,male,NA,NA,419,NA,NA
2011,6,1,RB,781,6.9,male,NA,NA,420,NA,NA
2011,6,1,RB,560,2.3,male,NA,NA,421,NA,NA
2011,6,1,RB,661,3.8,male,NA,NA,422,NA,NA
2011,6,1,RB,542,1.9,male,NA,NA,424,NA,NA
2011,6,1,RB,389,0.8,male,NA,NA,425,NA,NA
2011,6,1,RB,614,3.5,male,NA,NA,426,NA,NA
2011,6,1,RB,758,7.5,male,NA,NA,428,NA,NA
2011,6,1,RB,320,NA,male,NA,NA,423,NA,NA
2011,6,1,RB,695,3.5,male,NA,NA,427,NA,NA
2011,6,1,RB,705,4.5,male,NA,NA,430,NA,NA
2011,6,2,RB,344,0.4,male,NA,NA,431,NA,NA
2011,6,2,RB,731,6.3,male,NA,NA,433,NA,NA
2011,6,2,RB,482,1.4,male,NA,NA,434,NA,NA
2011,6,6,RB,430,0.9,male,NA,NA,436,NA,NA
2011,6,6,RB,557,2.1,male,NA,NA,439,NA,NA
2011,6,6,RB,535,1.8,male,NA,NA,442,NA,NA
2011,6,6,RB,657,3.7,male,NA,NA,443,NA,NA
2011,6,6,RB,780,6.6,male,NA,NA,444,NA,NA
2011,6,6,RB,692,4.9,male,NA,NA,445,NA,NA
2011,6,6,RB,731,4.4,male,NA,NA,446,NA,NA
2011,6,9,RB,739,5.5,male,NA,NA,454,NA,NA
2011,6,9,RB,489,1.5,male,NA,NA,453,NA,NA
2011,6,9,RB,705,5,male,NA,NA,452,NA,NA
2011,6,9,RB,833,7.9,male,NA,NA,451,NA,NA
2011,6,13,RB,670,4,male,NA,NA,455,NA,NA
2011,6,13,RB,690,4.1,male,NA,NA,456,NA,NA
2011,6,13,RB,541,2,male,NA,NA,458,NA,NA
2011,6,13,RB,695,4.2,male,NA,NA,457,NA,NA
2011,6,15,RB,520,1.7,male,NA,NA,459,NA,NA
2011,6,15,RB,800,7.6,male,NA,NA,460,NA,NA
2011,6,15,RB,662,3.4,male,NA,NA,462,NA,NA
2011,6,16,RB,442,0.8,male,NA,NA,463,NA,NA
2011,6,16,RB,314,NA,male,NA,NA,464,NA,NA
2011,6,16,RB,670,3.9,male,NA,NA,465,NA,NA
2011,6,16,RB,400,0.8,male,NA,NA,466,NA,NA
2011,6,16,RB,763,5.8,male,NA,NA,467,NA,NA
2011,6,16,RB,655,4.2,male,NA,NA,468,NA,NA
2011,6,16,RB,631,3.2,male,NA,NA,469,NA,NA
2011,6,17,RB,815,7.8,male,NA,NA,470,NA,NA
2011,6,17,RB,778,6.1,male,NA,NA,472,NA,NA
2011,6,17,RB,476,1.2,male,NA,NA,473,NA,NA
2011,6,17,RB,360,0.6,male,NA,NA,474,NA,NA
2011,6,17,RB,742,4.7,male,NA,NA,475,NA,NA
2011,6,17,RB,749,5.1,male,NA,NA,471,NA,NA
2011,6,24,RB,661,2.7,male,NA,NA,476,NA,NA
2011,6,24,RB,534,1.6,male,NA,NA,477,NA,NA
2011,6,24,RB,597,2,male,NA,NA,478,NA,NA
2011,6,24,RB,622,2.5,male,NA,NA,479,NA,NA
2011,6,27,RB,805,7.3,male,NA,NA,480,NA,NA
2011,6,27,RB,458,1.3,male,NA,NA,481,NA,NA
2011,6,27,RB,310,NA,male,NA,NA,482,NA,NA
2012,4,14,RB,680,NA,male,NA,NA,483,NA,NA
2012,4,15,RB,610,NA,male,NA,NA,484,NA,NA
2012,4,15,RB,550,NA,male,NA,NA,485,NA,NA
2012,5,19,RB,730,NA,male,NA,NA,489,NA,NA
2012,5,30,RB,690,NA,male,NA,NA,491,NA,NA
2012,6,22,RB,765,NA,male,NA,NA,492,NA,NA
2012,6,22,RB,750,NA,male,NA,NA,493,NA,NA
2012,6,22,RB,725,NA,male,NA,NA,494,NA,NA
2012,11,8,RB,520,NA,male,NA,NA,499,NA,NA
2012,11,9,RB,760,NA,male,NA,NA,500,NA,NA
2012,11,10,RB,540,NA,male,NA,NA,502,NA,NA
2012,11,10,RB,500,NA,male,NA,NA,503,NA,NA
2012,11,11,RB,560,NA,male,NA,NA,504,NA,NA
2012,12,1,RB,750,NA,male,NA,NA,508,NA,NA
2012,12,1,RB,770,NA,male,NA,NA,509,NA,NA
2012,12,1,RB,620,NA,male,NA,NA,510,NA,NA
2012,12,1,RB,600,NA,male,NA,NA,511,NA,NA
2012,12,13,RB,760,NA,male,NA,NA,512,NA,NA
2012,12,16,RB,725,NA,male,NA,NA,513,NA,NA
2012,12,23,RB,800,NA,male,NA,NA,514,NA,NA
2012,12,23,RB,520,NA,male,NA,NA,515,NA,NA
2012,12,24,RB,660,NA,male,NA,NA,516,NA,NA
2012,12,24,RB,620,NA,male,NA,NA,517,NA,NA
2012,12,24,RB,560,NA,male,NA,NA,518,NA,NA
2012,12,30,RB,690,NA,male,NA,NA,520,NA,NA
2012,12,31,RB,710,NA,male,NA,NA,521,NA,NA
2012,12,31,RB,560,NA,male,NA,NA,522,NA,NA
2013,1,5,RB,520,NA,male,NA,NA,523,NA,NA
2013,1,5,RB,710,NA,male,NA,NA,524,NA,NA
2013,1,7,RB,560,NA,male,NA,NA,525,NA,NA
2013,1,13,RB,850,NA,male,NA,NA,527,NA,NA
2013,1,18,RB,650,NA,male,NA,NA,528,NA,NA
2013,2,2,RB,760,NA,male,NA,NA,529,NA,NA
2013,2,2,RB,700,NA,male,NA,NA,530,NA,NA
2013,2,15,RB,600,NA,male,NA,NA,531,NA,NA
2013,3,3,RB,600,NA,male,NA,NA,534,NA,NA
2013,12,8,RB,630,NA,male,NA,NA,1,NA,NA
2013,12,8,RB,820,NA,male,NA,NA,2,NA,NA
2013,12,23,RB,840,NA,male,NA,NA,3,NA,NA
2013,12,24,RB,635,NA,male,NA,NA,4,NA,NA
2013,12,27,RB,640,NA,male,NA,NA,5,NA,NA
2013,12,29,RB,780,NA,male,NA,NA,6,NA,NA
2013,12,30,RB,720,NA,male,NA,NA,7,NA,NA
2014,2,23,RB,825,5.7,male,NA,NA,8,NA,NA
2014,4,16,RB,610,2.3,male,NA,NA,9,NA,NA
2014,4,19,RB,600,2.5,male,NA,NA,10,NA,NA
2014,4,27,RB,725,4.5,male,NA,NA,11,NA,NA
2014,5,3,RB,680,3.3,male,NA,NA,12,NA,NA
2014,5,17,RB,850,6.9,male,NA,NA,13,NA,NA
2014,5,7,RB,810,5.8,male,NA,NA,14,NA,NA
2014,5,17,RB,790,4.5,male,NA,NA,15,NA,NA
2014,5,18,RB,820,5.6,male,NA,NA,16,NA,NA
2014,5,18,RB,815,5,male,NA,NA,17,NA,NA
2014,5,18,RB,790,4.1,male,NA,NA,18,NA,NA
2014,5,18,RB,780,4.7,male,NA,NA,19,NA,NA
2014,10,18,RB,780,4.8,male,NA,NA,20,NA,NA
2014,10,18,RB,690,3.3,male,NA,NA,21,NA,NA
2014,9,13,RB,810,5.5,male,NA,NA,22,NA,NA
2014,9,27,RB,650,2.3,male,NA,NA,23,NA,NA
2014,10,18,RB,810,5.1,male,NA,NA,25,NA,NA
2014,10,26,RB,665,2.6,male,NA,NA,26,NA,NA
2014,10,29,RB,710,2.6,male,NA,NA,27,NA,NA
2014,11,6,RB,750,4.2,male,NA,NA,28,NA,NA
2014,11,6,RB,715,2.7,male,NA,NA,29,NA,NA
2014,11,6,RB,570,1.6,male,NA,NA,30,NA,NA
2014,11,29,RB,710,3.5,male,NA,NA,31,NA,NA
2014,11,30,RB,780,3.8,male,NA,NA,32,NA,NA